,comment
917,plus extra for frying and serving
918,firmly packed
919,shredded
920,drained crushed
921,finely grated raw
922,plus for greasing pan
923,for every 2 cups drippings
924,juice
925,from turkey
926,"black and green, pitted and cut into small pieces"
927,"large, finely chopped"
928,"large, about 8 inches long"
929,about 11 ounces total
930,small loaf (1 1/2 pounds)
931,"sliced, cut into 1-inch pieces"
932,crusts to cover cavity opening
933,12-pound
934,approximately
935,or hot pepper sauce
936,cut in 1 1/2-inch dice
937,"8-inch, thinly sliced"
938,"medium-size (5 to 5 1/2 pounds), peeled and left whole"
939,truffle (see note)
940,"prepared, veal or classic french"
941,nonstick spray
942,"fresh, peeled and grated (about 2 tablespoons)"
943,fresh (12 cups)
944,or an additional 1/4 cup each arugula and parsley
945,coarsely chopped flat-leaf
946,coarsely ground
947,"dried, picked over and rinsed"
948,cleaned fresh or unthawed frozen
949,chopped and tender stalks
950,chicken stock or water
951,"large, peeled and sliced"
952,"trimmed (tops reserved), halved and thinly sliced"
953,"dried, crumbled"
954,"large, halved lengthwise and thickly sliced into half-moons"
955,"boneless, cut into 1-inch cubes"
956,"medium, boiled, peeled and mashed"
957,"blanched whole, soaked overnight in water and drained"
958,"to 4, freshly squeezed"
959,"preferably salt-packed, rinsed and drained"
960,quartered
961,"cubed day-old, soaked in water until softened"
962,chopped fresh or parsley
963,"or loin with most of the fat removed, each weighing about 1/2 pound or less"
964,approximate amount
965,"freshly grated, more for serving"
966,sea
967,"extra virgin, plus 2 to 3 tablespoons for tossing"
968,"small cherry, halved"
969,"fresh, sliced 1/4-inch thick (about 10 slices)"
970,about 1/4-inch-thick slices or baguette (sliced diagonally)
971,more for buttering dish
972,(just a few drops)
973,pounded very thin
974,cored and coarsely chopped
975,sliced lengthwise into 1/4-inch-thick sticks
976,large or 1 teaspoon dried
977,cored and cut in 1 1/4-inch chunks
978,"fresh, chopped fine"
979,"shelled and soaked in water at least 1 hour, or 3 19-ounce cans cannellini beans, drained and rinsed (see note)"
980,"large, halved lengthwise and cut across in thin slices"
981,whipped (optional)
982,bourbon or brandy
983,soft
984,for one crust for 9-inch tart or 10-inch pie
985,fresh 
986,unseasoned
987,or balsamic or red-wine vinegar
988,or vegetable oil
989,scraped
990,"10 to 12 pound, with giblets"
991,preferably freshly cut from the ear
992,firm-textured white or whole wheat
993,wild (see note)
994,"minced fresh, or parsley"
995,peeled and chopped (carrots may be substituted)
996,"like acorn or butternut, or pumpkin"
997,"dried, chopped"
998,cored and chopped
999,pitted and finely chopped (skin and all)
1000,plain nonfat (optional)
1001,finely grated
1002,chopped fresh italian
1003,cut in 2-inch sticks 1/2-inch thick
1004,peeled and cut in 2-inch sticks 1/2-inch thick
1005,"small, peeled and cut in 2-inch sticks 1/2-inch thick"
1006,"1 basket, blanched and peeled"
1007,leaves from four fresh
1008,or 1 cup each water and rich veal or beef stock
1009,"medium-size, finely chopped"
1010,boneless in one thick piece with a thin layer of fat on one side
1011,robust
1012,"seeded, chopped or well-drained canned plum tomatoes, seeded and chopped"
1013,(3-pound) or boneless chuck roast
1014,"large, sliced very thin"
1015,"rendered from the brisket, or vegetable oil"
1016,"whole, 6 to 7 pounds"
1017,plus 1 cup
1018,rinsed and dried
1019,minced sweet
1020,minced red
1021,chicken or white veal
1022,lean ground
1023,raw
1024,"firm, unblemished, 3 pounds"
1025,finely sliced
1026,"boneless, each about 3/4 pound"
1027,or two 10-ounce plastic wrapped bags
1028,dijon-style
1029,"preferably mcintosh, about 1 pound total weight"
1030,about 1 3/4 pound total weight
1031,ketchup; more for garnish
1032,dry
1033,"mixed ground, veal and pork"
1034,peeled and thickly sliced
1035,"medium, trimmed and thinly sliced; fronds reserved"
1036,"small, seeded and finely chopped"
1037,"2 1/2-pound, peeled and seeded"
1038,superfine
1039,fine sea
1040,"fresh bartlett, cut into 1/4-inch dice and macerated in pear liqueur, to cover (craft uses belle de brillet.)"
1041,"to taste, optional"
1042,"dried, optional"
1043,"lean, cut in julienne strips"
1044,"large, thinly sliced"
1045,"very large, thinly sliced"
1046,corn or canola
1047,unsalted green
1048,for foil (if needed)
1049,"fresh, finely sliced, more for garnish"
1050,fresh in 1/4-inch slices
1051,drained canned crushed
1052,"large, beaten"
1053,finely grated zested of
1054,"extra virgin, more for drizzling"
1055,"soaked in hot water for 10 minutes until plump, then drained"
1056,or as needed
1057,"about 1 pound each, trimmed and cut lengthwise into slices 1/4 inch thick (about 16 slices total)"
1058,"9-inch, baked"
1059,"small stale, about 8 ounces, sliced thin"
1060,stripped from fresh
1061,seeded and minced
1062,"whole, boned and tied, about 3 1/2 pounds"
1063,freshly ground whole
1064,grated for garnish
1065,"canned, seeds removed"
1066,plus more to taste
1067,"large yellow, sliced very thin"
1068,"oil-cured, pitted and halved"
1069,fillets
1070,"yellow, thinly sliced"
1071,ice
1072,small
1073,"whole or 3 ounces chopped, ready-cut pepper"
1074,"whole or 11 ounces chopped, ready-cut onion"
1075,no-salt-added stock or broth
1076,long-grain
1077,chopped for garnish
1078,"sherry or other vinegar, or to taste"
1079,more to taste
1080,stemmed and chopped (canned are fine)
1081,"lean boneless, preferably chuck, in 2-inch cubes"
1082,italian bacon
1083,"thinly sliced, about 1 ounce"
1084,2- to 2 1/2-pound
1085,"(about 1 ounce), brushed clean"
1086,"fresh (about 3 ounces), brushed clean"
1087,very fresh bulb florence
1088,chopped fine
1089,unbaked 9-inch
1090,coarse fresh
1091,"large, lightly beaten"
1092,chopped fresh (no stems)
1093,minced oil-marinated sun-dried
1094,minced (optional)
1095,"smoked, finely diced, preferably applewood-smoked"
1096,"4 17-ounce cans, drained if necessary"
1097,"medium-size, cored, seeded and chopped"
1098,"1 16-ounce can, drained"
1099,1 whole 3-pound
1100,"fresh branches, optional"
1101,or butter
1102,(see recipe) or other stuffing
1103,"12-to 14-pound naturally fed, free-range"
1104,"fresh, or 3"
1105,"white and light green parts only, cleaned and diced"
1106,"large, peeled and diced"
1107,fresh.
1108,finely ground in a spice grinder or with a mortar and pestle
1109,"large, including feathery fronds on top (or substitute 1/4 cup chervil leaves for the fronds)"
1110,"lightly beaten, if desired."
1111,"day-old, crust removed, to make 4 cups cubed"
1112,"turkey or chicken, diced"
1113,peeled and finely diced
1114,"(1 stick), at room temperature"
1115,(2 2/3 cups) fresh
1116,1/2 stick
1117,chicken or veal
1118,"chops, cut 1 inch or more thick"
1119,cloves separated but unpeeled
1120,zest of
1121,"medium, minced, about 1/2 cup"
1122,like canola or grape seed
1123,"fresh, washed and drained"
1124,"approximately, of soft, fresh"
1125,cut in half and pulp removed as you would from a grapefruit
1126,or thyme or rosemary (or 1 teaspoon crumbled dried leaves)
1127,peeled and lightly crushed
1128,assorted
1129,minced zest of
1130,"large, peeled and deveined if desired"
1131,grated peel of
1132,"or margarine, at room temperature"
1133,orange-flavored
1134,chopped pitted
1135,"or cocoa, for dusting"
1136,"large, at room temperature"
1137,sliced or julienned blanched
1138,"large, crisp double (or about 1/2 cup crushed amaretti)"
1139,high-quality bittersweet
1140,sliced or coarsely chopped
1141,semisweet
1142,pulverized
1143,medium italian
1144,"firm, medium"
1145,"italian, roughly chopped"
1146,"fresh, seeded and diced large"
1147,"cored, seeded and diced large"
1148,cultivated
1149,lump
1150,"small, washed"
1151,"raw large, shelled and deveined"
1152,"firm-fleshed such as red snapper, striped bass or sea bass, filleted and cut into bite-sized pieces"
1153,"fresh or canned, chopped"
1154,"red or green, cored, seeded and chopped"
1155,washed and chopped
1156,"firm-fleshed (can be any nonoily fish, such as monkfish, flounder, sole, grouper or scallops)"
1157,or bottled clam juice (see note)
1158,1#12-ounce can
1159,of stems
1160,"serrano or jalapeno, seeded and chopped"
1161,"cored, seeded and sliced"
1162,powdered for dusting
1163,"semi-sweet, cut up"
1164,"chilled, diced"
1165,chilled
1166,or vodka
1167,fresh grated
1168,"small white, minced"
1169,"seeded and veined, chopped coarse"
1170,1 can peeled italian
1171,"white, peeled and diced"
1172,with bone
1173,"medium white, quartered"
1174,or scraps
1175,cleaned and quartered
1176,2 ounces
1177,about 1 ounce
1178,about 2 ounces
1179,"or arrowroot, dissolved in 1 tablespoon cold water"
1180,"dry, fruity"
1181,medium (about 12 ounces)
1182,about 20
1183,about 4 ounces
1184,(about 10) small new
1185,large farm (preferably from free-range chickens)
1186,about 3 ounces
1187,"black russian, dark, or danish-style hard rye bread, about 4 to 5 inches in diameter"
1188,hard-cooked
1189,"medium-ripe or 4 plum tomatoes or 8 to 10 cherry tomatoes, cut in small pieces"
1190,"whole finely minced, seeds removed"
1191,"medium, quartered and finely sliced"
1192,nonfat plain
1193,canned mild
1194,"large, skinned and boned, about 2 pounds"
1195,cooked and drained
1196,or unsalted pure peanut butter
1197,fresh thin
1198,enough for light brushing of fish
1199,"chilled, cut into bits"
1200,strained yogurt
1201,"large, sliced in rings"
1202,peanut or canola for frying
1203,finely chopped or parsley
1204,plain
1205,precooked (any kind will do)
1206,cooked (1/2 cup uncooked)
1207,smoked for garnish
1208,canola or other vegetable for frying
1209,zested
1210,snipped
1211,toasted chopped
1212,cooked wild
1213,"white, sliced"
1214,"or matzoh meal, plus 1/3 cup for coating"
1215,"(about 1 cup), diced"
1216,"or to taste, peeled and diced"
1217,about 2 pounds
1218,"extra virgin, plus more for frying"
1219,or calvados
1220,"peeled, cored and sliced 1/8 inch thick"
1221,fresh or rose's
1222,"extra virgin, for garnish"
1223,"finely sliced, for garnish"
1224,"coarsely chopped fresh, for garnish"
1225,"lean boneless high-quality or goat, ground twice (ask the butcher to do this)"
1226,"9-inch, unbaked"
1227,whole (do not use low-fat)
1228,1 29-ounce can
1229,available at fancy food shops
1230,minced (green part removed)
1231,"medium, peeled and cut into thin strips"
1232,to taste (about 1 1/2 tablespoons)
1233,seeded and chopped
1234,"whole, fresh"
1235,"toasted, chopped"
1236,washed and stems removed
1237,"medium (about 1 pound), peeled and julienned"
1238,"8-inch, ends trimmed off, cut into slices 1/4-inch thick"
1239,1 1/2-pound
1240,stemmed and cut into 1/4-inch cubes
1241,"large, peeled, cored and cut in julienne"
1242,trimmed and cut into 1/4-inch pieces
1243,diced roasted
1244,"small , peeled and diced into 1/4-inch pieces"
1245,cut into thirds and then across into 1/4-inch strips
1246,softened slightly
1247,or whole milk
1248,medium-large (3 pounds)
1249,"chopped , toasted"
1250,fresh or to taste
1251,"small , peeled, cored and diced"
1252,"medium, peeled and coarsely chopped"
1253,"(like acorn or hubbard), halved and seeded"
1254,750-milliliter
1255,stick
1256,"large, peeled, cored and grated"
1257,"mcintosh or granny smith, peeled, cored and grated"
1258,"medium, peeled and grated"
1259,cored and finely shredded
1260,or stock
1261,"or cremini mushrooms or portobello mushrooms or other,"
1262,"or other flavoring, optional"
1263,husks removed
1264,"about 26 large, soaked in water for 30 minutes"
1265,reserved from cooking the chicken
1266,"canned, cut into thin strips"
1267,"2 cans (about 3 cups), drained"
1268,"spanish, halved"
1269,"all-purpose, unbleached white"
1270,"small, peeled and quartered"
1271,"boneless, skinless"
1272,for serving
1273,"medium or large, peeled, deveined and split in half"
1274,peeled and thinly sliced
1275,"white, chopped"
1276,"large, scrubbed and rinsed"
1277,blended with 1 tablespoon milk
1278,2 sticks
1279,finely diced
1280,smoked
1281,shredded sharp
1282,"1/2 of a 1-pound package of phyllo, thawed"
1283,"(3 sticks), melted"
1284,"medium, cored and finely diced"
1285,"medium, peeled and finely diced"
1286,round
1287,"fresh young or mustard greens, about 1 pound"
1288,"green parts only, minced"
1289,2 cans black-eyed
1290,fresh or crystallized
1291,"firm, ripe with stems"
1292,preferably fresh
1293,dried or 1 1/2 teaspoons fresh rosemary
1294,a few dashes
1295,"small, finely sliced"
1296,"medium, thinly sliced and separated into rings"
1297,"strip steak or filet, completely trimmed of fat and cut into 3/4-inch cubes"
1298,"imported light chinese, or japanese"
1299,"large, cut up"
1300,"blanched, cut in half"
1301,1-inch-thick peeled fresh
1302,"degreased, preferably homemade"
1303,"medium white, peeled"
1304,"slender, well rinsed and trimmed"
1305,"medium creamer or yukon gold, peeled"
1306,"whole fresh grade a foie gras, about 1 1/2 pounds"
1307,"cold, in small pieces"
1308,"light, packed"
1309,juice and grated rind
1310,"fresh, peeled, cored and diced"
1311,peeled in 2-inch cubes (about 2 squashes)
1312,(preferably made with pine nuts) for garnish
1313,plus extra for greasing the pan
1314,drained candied (see note)
1315,acorn or butternut squash
1316,in adobo sauce or crushed dried chipotles
1317,including some of the green
1318,fresh or frozen
1319,cut in small cubes
1320,vegetable or olive or a mixture of both
1321,hot dijon-style
1322,"peeled, crushed and finely chopped (about 1 1/2 teaspoons)"
1323,"(about 1 pound) firm, (once cleaned, about 6 packed cups) or other salad greens"
1324,"peanut, corn or canola"
1325,preferably idaho variety
1326,"chopped fresh, or 1/2 teaspoon dried"
1327,"peeled, crushed and coarsely chopped (about 1 tablespoon)"
1328,"(about 8 ounces), peeled and coarsely chopped"
1329,"(3 1/2 to 4 pounds), cut into ribs, with each rib cut in half crosswise. (there should be about 8 pieces.)"
1330,corn or safflower for greasing pan
1331,"unbleached, all-purpose"
1332,"or sweet potatoes, about 2 pounds"
1333,green seedless
1334,and freshly ground to taste
1335,vegetable or corn
1336,"with necks and gizzards, each about 1 1/4 pounds"
1337,"plus 1 tablespoon, plus additional for dusting molds"
1338,or chicken broth
